Seq.ID	Subtype	Type
HM066995.1.gene1.p01	KPC-11	beta-lactam
HQ641421.1.gene1.p01	KPC-12	beta-lactam
HQ342889.1.gene1.p01	KPC-13	beta-lactam
gb|AFV48348.1|ARO:3002324|KPC-14	KPC-14	beta-lactam
KC433553.1.gene1.p1	KPC-15	beta-lactam
KC465199.1.gene1.p01	KPC-16	beta-lactam
KC465200.1.gene1.p01	KPC-17	beta-lactam
gb|AIH07017.1|ARO:3002329|KPC-19	KPC-19	beta-lactam
AY034847.1.gene1.p01	KPC-2	beta-lactam
AAG13410	KPC-2	beta-lactam
gb|AIX87991.1|ARO:3003180|KPC-22	KPC-22	beta-lactam
gb|AKQ06274.1|ARO:3004496|KPC-24	KPC-24	beta-lactam
AF395881.gene.p01	KPC-3	beta-lactam
ACA34343	KPC-4	beta-lactam
ABY91240	KPC-5	beta-lactam
EU555534.1.gene1.p01	KPC-6	beta-lactam
EU729727.1.gene1.p1	KPC-7	beta-lactam
FJ234412.1.gene1.p01	KPC-8	beta-lactam
gb|ACM91559.1|ARO:3002319|KPC-9	KPC-9	beta-lactam
gb|ABK58097.1|ARO:3004825|LAP-1	LAP-1	beta-lactam
gb|ABV89601.1|ARO:3004826|LAP-2	LAP-2	beta-lactam
X04515.1.gene1.p1	LEN-1	beta-lactam
gb|CDA01504.1|ARO:3002460|LEN-10	LEN-10	beta-lactam
gb|CAG25828.1|ARO:3002461|LEN-11	LEN-11	beta-lactam
gb|PXK69226.1|ARO:3002462|LEN-12	LEN-12	beta-lactam
gb|CAG25814.1|ARO:3002463|LEN-13	LEN-13	beta-lactam
gb|AAP93847.1|ARO:3002477|LEN-14	LEN-14	beta-lactam
AF452105.1.gene1.p1	LEN-15	beta-lactam
AY743416.1.gene1.p01	LEN-16	beta-lactam
ABQ23577	LEN-17	beta-lactam
AM850908.2.gene1.p01	LEN-18	beta-lactam
AM850909.2.gene1.p01	LEN-19	beta-lactam
AY037780.1.gene1.p01	LEN-2	beta-lactam
AM850910.2.gene1.p01	LEN-20	beta-lactam
AM850911.2.gene1.p01	LEN-21	beta-lactam
AM850912.2.gene1.p01	LEN-22	beta-lactam
YP_002238610	LEN-22	beta-lactam
AM850913.2.gene1.p01	LEN-23	beta-lactam
AM850914.2.gene1.p01	LEN-24	beta-lactam
gb|ADW77562.1|ARO:3002479|LEN-25	LEN-25	beta-lactam
gb|AGB34168.1|ARO:3002474|LEN-26	LEN-26	beta-lactam
gb|AAN05030.1|ARO:3002475|LEN-3	LEN-3	beta-lactam
gb|SLY33602|ARO:3004838|LEN-30	LEN-30	beta-lactam
gb|CEL85185.1|ARO:3004839|LEN-32	LEN-32	beta-lactam
gb|CTQ12020.1|ARO:3004840|LEN-34	LEN-34	beta-lactam
gb|ALK01318.1|ARO:3004827|LEN-35	LEN-35	beta-lactam
gb|ALK01319.1|ARO:3004828|LEN-36	LEN-36	beta-lactam
gb|ALK01320.1|ARO:3004829|LEN-37	LEN-37	beta-lactam
gb|AZA07954.1|ARO:3004841|LEN-38	LEN-38	beta-lactam
gb|AZA07955.1|ARO:3004842|LEN-39	LEN-39	beta-lactam
gb|AAN05031.1|ARO:3002472|LEN-4	LEN-4	beta-lactam
gb|AZA07956.1|ARO:3004843|LEN-40	LEN-40	beta-lactam
gb|AZA07958.1|ARO:3004844|LEN-41	LEN-41	beta-lactam
gb|AZA07959.1|ARO:3004845|LEN-42	LEN-42	beta-lactam
gb|AZA07957.1|ARO:3004846|LEN-43	LEN-43	beta-lactam
AY633109.1.gene1.p01	LEN-5	beta-lactam
gb|AYW19907.1|ARO:3004847|LEN-51	LEN-51	beta-lactam
gb|OZM21578.1|ARO:3004848|LEN-55	LEN-55	beta-lactam
gb|SXE97430.1|ARO:3004849|LEN-58	LEN-58	beta-lactam
gb|AAP93848.1|ARO:3002476|LEN-6	LEN-6	beta-lactam
gb|CAG25836.1|ARO:3002457|LEN-7	LEN-7	beta-lactam
gb|CAG25835.1|ARO:3002458|LEN-8	LEN-8	beta-lactam
gb|AXA30439.1|ARO:3002459|LEN-9	LEN-9	beta-lactam
EU408346.1.gene6.p01	LRA-1	beta-lactam
EU408358.1.gene24.p01	LRA-5	beta-lactam
P52663	NmcA	beta-lactam
AJ635401.2.gene1.p01	OKP-A-1	beta-lactam
AM051149.1.gene1.p01	OKP-A-10	beta-lactam
AM850915.2.gene1.p01	OKP-A-11	beta-lactam
AM850916.2.gene1.p01	OKP-A-12	beta-lactam
FJ534513.1.gene1.p01	OKP-A-13	beta-lactam
FJ534512.1.gene1.p01	OKP-A-14	beta-lactam
FJ755841.1.gene1.p01	OKP-A-15	beta-lactam
FJ755840.1.gene1.p01	OKP-A-16	beta-lactam
AJ635404.2.gene1.p01	OKP-A-2	beta-lactam
AM051140.1.gene1.p01	OKP-A-3	beta-lactam
AM051142.1.gene1.p01	OKP-A-4	beta-lactam
AM051143.1.gene1.p01	OKP-A-5	beta-lactam
AM051144.1.gene1.p01	OKP-A-6	beta-lactam
AM051145.1.gene1.p01	OKP-A-7	beta-lactam
AM051147.1.gene1.p01	OKP-A-8	beta-lactam
AM051148.1.gene1.p01	OKP-A-9	beta-lactam
AJ635402.2.gene1.p01	OKP-B-1	beta-lactam
AM051160.1.gene1.p01	OKP-B-10	beta-lactam
AM051161.1.gene1.p01	OKP-B-11	beta-lactam
gb|CAG25831.1|ARO:3002445|OKP-B-12	OKP-B-12	beta-lactam
AY825330.1.gene1.p01	OKP-B-13	beta-lactam
AM850919.2.gene1.p01	OKP-B-17	beta-lactam
AM850920.1.gene1.p01	OKP-B-18	beta-lactam
AM850921.2.gene1.p01	OKP-B-19	beta-lactam
AM051151.1.gene1.p01	OKP-B-2	beta-lactam
AM850922.2.gene1.p01	OKP-B-20	beta-lactam
AM051152.1.gene1.p01	OKP-B-3	beta-lactam
AM051153.1.gene1.p01	OKP-B-4	beta-lactam
AAZ79402	OKP-B-4	beta-lactam
AM850918.2.gene1.p01	OKP-B-5	beta-lactam
AM850917.2.gene1.p01	OKP-B-6	beta-lactam
AM051156.1.gene1.p01	OKP-B-7	beta-lactam
AM051157.1.gene1.p01	OKP-B-8	beta-lactam
AM051159.1.gene1.p01	OKP-B-9	beta-lactam
CAI46978	Other class A beta-lactamase	beta-lactam
M27459.1.gene1.p01	OXY-1-1	beta-lactam
AJ871864.1.gene1.p01	OXY-1-2	beta-lactam
gb|AAL78275.1|ARO:3002391|OXY-1-3	OXY-1-3	beta-lactam
AY077483.1.gene1.p01	OXY-1-4	beta-lactam
Y17715.1.gene1.p01	OXY-1-6	beta-lactam
AJ871866.1.gene1.p01	OXY-2-1	beta-lactam
FJ785626.1.gene1.p01	OXY-2-10	beta-lactam
AJ871867.1.gene1.p01	OXY-2-2	beta-lactam
AY077488.2.gene1.p01	OXY-2-3	beta-lactam
AY077487.2.gene1.p01	OXY-2-4	beta-lactam
CAG34107	OXY-2-5	beta-lactam
AY077485.2.gene1.p01	OXY-2-6	beta-lactam
Z49084.1.gene1.p01	OXY-2-7	beta-lactam
AAQ75378	OXY-2-7	beta-lactam
AY055205.1.gene1.p1	OXY-2-8	beta-lactam
gi|556468730|ref|WP_023320486.1|	OXY-2-8	beta-lactam
FJ785625.1.gene1.p01	OXY-2-9	beta-lactam
AF491278.1.gene1.p01	OXY-3-1	beta-lactam
AY077481.1.gene1.p01	OXY-4-1	beta-lactam
AJ871868.1.gene1.p01	OXY-5-1	beta-lactam
gi|298501376|gb|ADI82848.1|	OXY-5-1	beta-lactam
AJ871871.1.gene1.p01	OXY-5-2	beta-lactam
AJ871873.1.gene1.p01	OXY-6-1	beta-lactam
AJ871875.1.gene1.p01	OXY-6-2	beta-lactam
AJ871876.1.gene1.p01	OXY-6-3	beta-lactam
AJ871877.1.gene1.p01	OXY-6-4	beta-lactam
ABQ10556	PER-1	beta-lactam
gi|298104552|gb|ADI55020.1|	PER-1	beta-lactam
X93314.gene.p01	PER-2	beta-lactam
AY740681.1.gene9.p01	PER-3	beta-lactam
EU748544.1.gene1.p1	PER-4	beta-lactam
FJ627180.1.gene1.p01	PER-5	beta-lactam
GQ396303.1.gene1.p01	PER-6	beta-lactam
HQ713678.1.gene5.p01	PER-7	beta-lactam
gb|CAA37699.1|ARO:3003565|r39	R39 beta-lactamase	beta-lactam
1616230A	R39 beta-lactamase	beta-lactam
P14171	RCP-1	beta-lactam
P67918	ROB-1	beta-lactam
gb|AUW34365.1|ARO:3004444|RSA-1	RSA-1	beta-lactam
gb|AUW34359.1|ARO:3004445|RSA-2	RSA-2	beta-lactam
gb|ABL14266|ARO:3004856|SCO-1	SCO-1	beta-lactam
AAK63223	Sed1 beta-lactamase	beta-lactam
CAA54738	Sed1 beta-lactamase	beta-lactam
gi|502669650|ref|WP_012905508.1|	Sed1 beta-lactamase	beta-lactam
gi|754930806|ref|WP_042287632.1|	Sed1 beta-lactamase	beta-lactam
gi|754962610|ref|WP_042318533.1|	Sed1 beta-lactamase	beta-lactam
gi|757781847|ref|WP_043000431.1|	Sed1 beta-lactamase	beta-lactam
gi|763400743|ref|WP_044257656.1|	Sed1 beta-lactamase	beta-lactam
gi|763407116|ref|WP_044263728.1|	Sed1 beta-lactamase	beta-lactam
gi|764285188|ref|WP_044327689.1|	Sed1 beta-lactamase	beta-lactam
gi|817107824|ref|WP_046481111.1|	Sed1 beta-lactamase	beta-lactam
gi|930175476|ref|WP_054176278.1|	Sed1 beta-lactamase	beta-lactam
gi|968564530|ref|WP_058588160.1|	Sed1 beta-lactamase	beta-lactam
gi|983401724|ref|WP_060569629.1|	Sed1 beta-lactamase	beta-lactam
gi|992390777|ref|WP_061077767.1|	Sed1 beta-lactamase	beta-lactam
P22390	Sed1 beta-lactamase	beta-lactam
AF148850.1.gene1.p01	SHV-1	beta-lactam
AAA26087	SHV-1	beta-lactam
gi|339961300|pdb|3OPL|A	SHV-1	beta-lactam
gi|500229944|gb|AGL91276.1|	SHV-1	beta-lactam
gi|573073119|emb|CDI21401.1|	SHV-1	beta-lactam
gi|583488670|gb|EWD52509.1|	SHV-1	beta-lactam
AM941846.1.gene1.p01	SHV-100	beta-lactam
EU155018.1.gene1.p01	SHV-101	beta-lactam
EU024485.1.gene1.p01	SHV-102	beta-lactam
EU032604.1.gene1.p01	SHV-103	beta-lactam
EU274581.1.gene1.p1	SHV-104	beta-lactam
FJ194944.1.gene1.p01	SHV-105	beta-lactam
CAP58290	SHV-106	beta-lactam
CAP58291	SHV-107	beta-lactam
HM751100.1.gene1.p01	SHV-108	beta-lactam
EU418913.1.gene1.p01	SHV-109	beta-lactam
CP000647.1.gene1607.p01	SHV-11	beta-lactam
HQ877614.1.gene1.p01	SHV-110	beta-lactam
BAF95849	SHV-111	beta-lactam
EU477409.1.gene1.p1	SHV-112	beta-lactam
JX192924.1.gene1.p01	SHV-119	beta-lactam
AJ920369.1.gene1.p01	SHV-12	beta-lactam
JF812965.1.gene1.p01	SHV-120	beta-lactam
GQ428198.1.gene1.p01	SHV-121	beta-lactam
gb|ADR80609.1|ARO:3001169|SHV-122	SHV-122	beta-lactam
gb|ACV32633.1|ARO:3001170|SHV-123	SHV-123	beta-lactam
gb|ACV32634.1|ARO:3001171|SHV-124	SHV-124	beta-lactam
gb|ACV32635.1|ARO:3001172|SHV-125	SHV-125	beta-lactam
gb|ACV32636.1|ARO:3001173|SHV-126	SHV-126	beta-lactam
gb|ACV32637.1|ARO:3001174|SHV-127	SHV-127	beta-lactam
GU932590.1.gene1.p1	SHV-128	beta-lactam
GU827715.1.gene1.p01	SHV-129	beta-lactam
AF164577.1.gene1.p01	SHV-13	beta-lactam
AB551737.1.gene1.p01	SHV-133	beta-lactam
HM559945.1.gene1.p01	SHV-134	beta-lactam
HQ637576.1.gene1.p01	SHV-135	beta-lactam
HQ661363.1.gene1.p1	SHV-137	beta-lactam
AF226622.1.gene1.p01	SHV-14	beta-lactam
JN051143.1.gene1.p01	SHV-140	beta-lactam
JQ388884.1.gene1.p1	SHV-141	beta-lactam
JQ029959.1.gene1.p01	SHV-142	beta-lactam
JQ341060.1.gene1.p01	SHV-143	beta-lactam
gb|AFK93491.1|ARO:3001345|SHV-144	SHV-144	beta-lactam
JX013655.1.gene1.p01	SHV-145	beta-lactam
JX121114.1.gene1.p01	SHV-147	beta-lactam
JX121115.1.gene1.p01	SHV-148	beta-lactam
JX121116.1.gene1.p01	SHV-149	beta-lactam
AJ011428.2.gene1.p01	SHV-15	beta-lactam
JX121117.1.gene1.p01	SHV-150	beta-lactam
JX121118.1.gene1.p01	SHV-151	beta-lactam
JX121119.1.gene1.p01	SHV-152	beta-lactam
JX121120.1.gene1.p01	SHV-153	beta-lactam
JX121121.1.gene1.p01	SHV-154	beta-lactam
JX121122.1.gene1.p01	SHV-155	beta-lactam
gb|AFQ23962.1|ARO:3001195|SHV-156	SHV-156	beta-lactam
JX121124.1.gene1.p01	SHV-157	beta-lactam
JX121125.1.gene1.p01	SHV-158	beta-lactam
JX121126.1.gene1.p01	SHV-159	beta-lactam
AF072684.2.gene1.p2	SHV-16	beta-lactam
JX121127.1.gene1.p01	SHV-160	beta-lactam
JX121128.1.gene1.p01	SHV-161	beta-lactam
JX121129.1.gene1.p01	SHV-162	beta-lactam
gb|AFQ23969.1|ARO:3001202|SHV-163	SHV-163	beta-lactam
HE981194.1.gene1.p01	SHV-164	beta-lactam
JX121131.1.gene1.p01	SHV-165	beta-lactam
AB733453.1.gene1.p01	SHV-167	beta-lactam
JX870080.1.gene1.p01	SHV-168	beta-lactam
KF513177.1.gene1.p1	SHV-172	beta-lactam
KF513178.1.gene1.p1	SHV-173	beta-lactam
KF705209.1.gene1.p1	SHV-178	beta-lactam
KF705208.1.gene1.p1	SHV-179	beta-lactam
AF132290.1.gene1.p01	SHV-18	beta-lactam
gb|AJO16040.1|ARO:3001350|SHV-180	SHV-180	beta-lactam
gb|AJO16042.1|ARO:3001364|SHV-182	SHV-182	beta-lactam
gb|CDN33427.1|ARO:3001351|SHV-183	SHV-183	beta-lactam
gb|AIS67768.1|ARO:3003152|SHV-185	SHV-185	beta-lactam
gb|AIS67769.1|ARO:3003153|SHV-186	SHV-186	beta-lactam
gb|CEA29750.1|ARO:3003154|SHV-187	SHV-187	beta-lactam
gb|CEA29751.1|ARO:3003155|SHV-188	SHV-188	beta-lactam
gb|AJO16047.1|ARO:3003156|SHV-189	SHV-189	beta-lactam
gb|AAF34333.1|ARO:3001077|SHV-19	SHV-19	beta-lactam
AF148851.1.gene1.p01	SHV-2	beta-lactam
gb|AAF34334.1|ARO:3001078|SHV-20	SHV-20	beta-lactam
gb|AAF34335.1|ARO:3001079|SHV-21	SHV-21	beta-lactam
gb|AAF34336.1|ARO:3001080|SHV-22	SHV-22	beta-lactam
gb|AAF34337.1|ARO:3001081|SHV-23	SHV-23	beta-lactam
AB023477.1.gene1.p01	SHV-24	beta-lactam
AF208796.2.gene1.p01	SHV-25	beta-lactam
AF227204.1.gene1.p01	SHV-26	beta-lactam
gi|1008264055|gb|AMQ81152.1|	SHV-26	beta-lactam
AF293345.1.gene1.p01	SHV-27	beta-lactam
ACA09611	SHV-28	beta-lactam
AF301532.1.gene1.p01	SHV-29	beta-lactam
X98102.1.gene1.p01	SHV-2A	beta-lactam
P30896	SHV-3	beta-lactam
AY661885.1.gene1.p01	SHV-30	beta-lactam
AY277255.2.gene1.p01	SHV-31	beta-lactam
gb|AAK69828.1|ARO:3001090|SHV-32	SHV-32	beta-lactam
JX268631.1.gene1.p01	SHV-33	beta-lactam
AY036620.1.gene1.p01	SHV-34	beta-lactam
AY070258.1.gene1.p1	SHV-35	beta-lactam
AF467947.1.gene1.p1	SHV-36	beta-lactam
AF467948.1.gene1.p1	SHV-37	beta-lactam
AY079099.1.gene1.p01	SHV-38	beta-lactam
AY150585.1.gene1.p1	SHV-39	beta-lactam
gb|SPD96731.1|ARO:3001063|SHV-4	SHV-4	beta-lactam
P37323	SHV-4	beta-lactam
AF535128.1.gene1.p01	SHV-40	beta-lactam
AF535129.1.gene1.p01	SHV-41	beta-lactam
AF535130.1.gene1.p01	SHV-42	beta-lactam
AAL40899	SHV-43	beta-lactam
AY259119.1.gene1.p1	SHV-44	beta-lactam
AF547625.1.gene1.p1	SHV-45	beta-lactam
AY210887.1.gene1.p1	SHV-46	beta-lactam
AY263404.1.gene1.p1	SHV-48	beta-lactam
AY528718.1.gene1.p01	SHV-49	beta-lactam
AY518560.gene.p01	SHV-5	beta-lactam
AAT97115	SHV-5	beta-lactam
AAX33294	SHV-5	beta-lactam
AY288915.1.gene1.p01	SHV-50	beta-lactam
AY289548.1.gene1.p01	SHV-51	beta-lactam
HQ845196.1.gene1.p01	SHV-52	beta-lactam
AY590467.1.gene1.p1	SHV-53	beta-lactam
AJ863560.2.gene1.p01	SHV-55	beta-lactam
EU586041.1.gene1.p01	SHV-56	beta-lactam
AY223863.1.gene1.p01	SHV-57	beta-lactam
AY790341.1.gene1.p01	SHV-59	beta-lactam
Y11069.1.gene1.p01	SHV-6	beta-lactam
AB302939.1.gene1.p01	SHV-60	beta-lactam
gi|1008264053|gb|AMQ81151.1|	SHV-60	beta-lactam
AJ866284.2.gene1.p01	SHV-61	beta-lactam
AJ866285.2.gene1.p01	SHV-62	beta-lactam
EU342351.1.gene1.p01	SHV-63	beta-lactam
DQ174304.1.gene1.p01	SHV-64	beta-lactam
DQ174305.1.gene1.p01	SHV-65	beta-lactam
DQ174306.1.gene1.p01	SHV-66	beta-lactam
DQ174307.1.gene1.p01	SHV-67	beta-lactam
DQ174308.1.gene1.p01	SHV-69	beta-lactam
U20270.1.gene1.p01	SHV-7	beta-lactam
DQ013287.1.gene1.p1	SHV-70	beta-lactam
AM176546.2.gene1.p01	SHV-71	beta-lactam
AM176547.2.gene1.p01	SHV-72	beta-lactam
AM176548.2.gene1.p01	SHV-73	beta-lactam
AM176549.2.gene1.p01	SHV-74	beta-lactam
AM176550.2.gene1.p01	SHV-75	beta-lactam
AM176551.2.gene1.p01	SHV-76	beta-lactam
AM176552.2.gene1.p01	SHV-77	beta-lactam
AM176553.2.gene1.p01	SHV-78	beta-lactam
AM176554.2.gene1.p01	SHV-79	beta-lactam
U92041.1.gene1.p01	SHV-8	beta-lactam
AM176555.2.gene1.p01	SHV-80	beta-lactam
AM176556.2.gene1.p01	SHV-81	beta-lactam
AM176557.2.gene1.p01	SHV-82	beta-lactam
gb|CAJ47138.2|ARO:3001137|SHV-83	SHV-83	beta-lactam
AM087453.1.gene1.p01	SHV-84	beta-lactam
DQ322460.1.gene1.p1	SHV-85	beta-lactam
DQ328802.1.gene1.p01	SHV-86	beta-lactam
DQ193536.1.gene1.p01	SHV-89	beta-lactam
AAB37395	SHV-9	beta-lactam
DQ836922.1.gene1.p01	SHV-92	beta-lactam
EF373969.1.gene1.p01	SHV-93	beta-lactam
EF373970.1.gene1.p01	SHV-94	beta-lactam
EF373972.1.gene1.p01	SHV-95	beta-lactam
EF373971.1.gene1.p01	SHV-96	beta-lactam
EF373973.1.gene1.p01	SHV-97	beta-lactam
AM941844.1.gene1.p01	SHV-98	beta-lactam
AM941845.1.gene1.p01	SHV-99	beta-lactam
Z28968.gene.p01	SME-1	beta-lactam
AF275256.gene.p01	SME-2	beta-lactam
AY584237.1.gene1.p1	SME-3	beta-lactam
KF481967.1.gene1.p01	SME-4	beta-lactam
KJ188748.1.gene1.p01	SME-5	beta-lactam
HQ451074.1.gene4.p01	TEM-1	beta-lactam
CAL26907	TEM-1	beta-lactam
gi|1031624195|gb|ANG09482.1|	TEM-1	beta-lactam
gi|1031624224|gb|ANG09494.1|	TEM-1	beta-lactam
gi|1031624302|gb|ANG09531.1|	TEM-1	beta-lactam
gi|1031624378|gb|ANG09566.1|	TEM-1	beta-lactam
gi|1031624471|gb|ANG09608.1|	TEM-1	beta-lactam
gi|1031624503|gb|ANG09623.1|	TEM-1	beta-lactam
gi|1031624646|gb|ANG09690.1|	TEM-1	beta-lactam
gi|1031624931|gb|ANG09825.1|	TEM-1	beta-lactam
gi|1031625090|gb|ANG09900.1|	TEM-1	beta-lactam
gi|1031625197|gb|ANG09950.1|	TEM-1	beta-lactam
gi|1031625355|gb|ANG10023.1|	TEM-1	beta-lactam
gi|1031625639|gb|ANG10160.1|	TEM-1	beta-lactam
gi|1031625992|gb|ANG10321.1|	TEM-1	beta-lactam
gi|1031626014|gb|ANG10332.1|	TEM-1	beta-lactam
gi|1031626531|gb|ANG10571.1|	TEM-1	beta-lactam
gi|1031626545|gb|ANG10578.1|	TEM-1	beta-lactam
gi|1031626630|gb|ANG10619.1|	TEM-1	beta-lactam
gi|1031627007|gb|ANG10795.1|	TEM-1	beta-lactam
gi|1031627039|gb|ANG10809.1|	TEM-1	beta-lactam
gi|1031627151|gb|ANG10864.1|	TEM-1	beta-lactam
gi|1031627317|gb|ANG10941.1|	TEM-1	beta-lactam
gi|1031627388|gb|ANG10976.1|	TEM-1	beta-lactam
gi|1031627449|gb|ANG11005.1|	TEM-1	beta-lactam
gi|1031627800|gb|ANG11172.1|	TEM-1	beta-lactam
gi|1031627835|gb|ANG11187.1|	TEM-1	beta-lactam
gi|1031628006|gb|ANG11269.1|	TEM-1	beta-lactam
gi|1031628381|gb|ANG11443.1|	TEM-1	beta-lactam
gi|1031628845|gb|ANG11664.1|	TEM-1	beta-lactam
gi|1031628861|gb|ANG11672.1|	TEM-1	beta-lactam
gi|1031629082|gb|ANG11777.1|	TEM-1	beta-lactam
gi|1031629301|gb|ANG11880.1|	TEM-1	beta-lactam
gi|1031629527|gb|ANG11987.1|	TEM-1	beta-lactam
gi|1031629559|gb|ANG12003.1|	TEM-1	beta-lactam
gi|1031629628|gb|ANG12036.1|	TEM-1	beta-lactam
gi|1031630267|gb|ANG12333.1|	TEM-1	beta-lactam
gi|1031630461|gb|ANG12423.1|	TEM-1	beta-lactam
gi|1031630778|gb|ANG12568.1|	TEM-1	beta-lactam
gi|1031631036|gb|ANG12686.1|	TEM-1	beta-lactam
gi|1031631057|gb|ANG12696.1|	TEM-1	beta-lactam
gi|1031631318|gb|ANG12819.1|	TEM-1	beta-lactam
gi|1031631979|gb|ANG13130.1|	TEM-1	beta-lactam
gi|1031632106|gb|ANG13191.1|	TEM-1	beta-lactam
gi|1031632405|gb|ANG13336.1|	TEM-1	beta-lactam
gi|1031632552|gb|ANG13404.1|	TEM-1	beta-lactam
gi|1031632947|gb|ANG13589.1|	TEM-1	beta-lactam
gi|1031633182|gb|ANG13700.1|	TEM-1	beta-lactam
gi|1031633387|gb|ANG13795.1|	TEM-1	beta-lactam
gi|1031634170|gb|ANG14159.1|	TEM-1	beta-lactam
gi|1031634317|gb|ANG14225.1|	TEM-1	beta-lactam
gi|1031634658|gb|ANG14377.1|	TEM-1	beta-lactam
gi|1031634740|gb|ANG14416.1|	TEM-1	beta-lactam
gi|1031634800|gb|ANG14444.1|	TEM-1	beta-lactam
gi|1031634856|gb|ANG14470.1|	TEM-1	beta-lactam
gi|1031634900|gb|ANG14490.1|	TEM-1	beta-lactam
gi|1031634941|gb|ANG14509.1|	TEM-1	beta-lactam
gi|1031635111|gb|ANG14588.1|	TEM-1	beta-lactam
gi|1031635134|gb|ANG14599.1|	TEM-1	beta-lactam
gi|1031635263|gb|ANG14661.1|	TEM-1	beta-lactam
gi|1031635489|gb|ANG14767.1|	TEM-1	beta-lactam
gi|1031636071|gb|ANG15041.1|	TEM-1	beta-lactam
gi|1031636121|gb|ANG15066.1|	TEM-1	beta-lactam
gi|1031636152|gb|ANG15081.1|	TEM-1	beta-lactam
gi|1031636580|gb|ANG15290.1|	TEM-1	beta-lactam
gi|1031636807|gb|ANG15402.1|	TEM-1	beta-lactam
gi|1031636880|gb|ANG15438.1|	TEM-1	beta-lactam
gi|1031636934|gb|ANG15465.1|	TEM-1	beta-lactam
gi|1031636975|gb|ANG15485.1|	TEM-1	beta-lactam
gi|1031637701|gb|ANG15841.1|	TEM-1	beta-lactam
gi|1031638051|gb|ANG16011.1|	TEM-1	beta-lactam
gi|1031638415|gb|ANG16191.1|	TEM-1	beta-lactam
gi|1031638449|gb|ANG16208.1|	TEM-1	beta-lactam
gi|1031639329|gb|ANG16637.1|	TEM-1	beta-lactam
gi|1031639911|gb|ANG16922.1|	TEM-1	beta-lactam
gi|1031640253|gb|ANG17092.1|	TEM-1	beta-lactam
gi|1031640304|gb|ANG17117.1|	TEM-1	beta-lactam
gi|1031640436|gb|ANG17183.1|	TEM-1	beta-lactam
gi|1031641799|gb|ANG17861.1|	TEM-1	beta-lactam
gi|1031642043|gb|ANG17982.1|	TEM-1	beta-lactam
gi|1031642344|gb|ANG18131.1|	TEM-1	beta-lactam
gi|1031642734|gb|ANG18325.1|	TEM-1	beta-lactam
gi|1031642953|gb|ANG18433.1|	TEM-1	beta-lactam
gi|1031643426|gb|ANG18665.1|	TEM-1	beta-lactam
gi|1031643488|gb|ANG18696.1|	TEM-1	beta-lactam
gi|1031643695|gb|ANG18799.1|	TEM-1	beta-lactam
gi|1031643806|gb|ANG18854.1|	TEM-1	beta-lactam
gi|1031643874|gb|ANG18888.1|	TEM-1	beta-lactam
gi|1031643906|gb|ANG18904.1|	TEM-1	beta-lactam
gi|1031643956|gb|ANG18929.1|	TEM-1	beta-lactam
gi|1031643997|gb|ANG18949.1|	TEM-1	beta-lactam
gi|1031644372|gb|ANG19132.1|	TEM-1	beta-lactam
gi|1031644419|gb|ANG19155.1|	TEM-1	beta-lactam
gi|1031644955|gb|ANG19419.1|	TEM-1	beta-lactam
gi|1031644959|gb|ANG19421.1|	TEM-1	beta-lactam
gi|1031645360|gb|ANG19619.1|	TEM-1	beta-lactam
gi|1031645883|gb|ANG19878.1|	TEM-1	beta-lactam
gi|1031645901|gb|ANG19887.1|	TEM-1	beta-lactam
gi|1031646140|gb|ANG20003.1|	TEM-1	beta-lactam
gi|1031646597|gb|ANG20228.1|	TEM-1	beta-lactam
gi|1031646733|gb|ANG20295.1|	TEM-1	beta-lactam
gi|1031646764|gb|ANG20310.1|	TEM-1	beta-lactam
gi|1031647452|gb|ANG20652.1|	TEM-1	beta-lactam
gi|1031647735|gb|ANG20792.1|	TEM-1	beta-lactam
gi|1031647757|gb|ANG20803.1|	TEM-1	beta-lactam
gi|1031647891|gb|ANG20867.1|	TEM-1	beta-lactam
gi|1031648149|gb|ANG20995.1|	TEM-1	beta-lactam
gi|1031649231|gb|ANG21516.1|	TEM-1	beta-lactam
gi|1031649510|gb|ANG21633.1|	TEM-1	beta-lactam
gi|1031650410|gb|ANG22011.1|	TEM-1	beta-lactam
gi|1031650730|gb|ANG22144.1|	TEM-1	beta-lactam
gi|1031651563|gb|ANG22502.1|	TEM-1	beta-lactam
gi|1031651615|gb|ANG22525.1|	TEM-1	beta-lactam
gi|1031651921|gb|ANG22655.1|	TEM-1	beta-lactam
gi|1031652280|gb|ANG22809.1|	TEM-1	beta-lactam
gi|1031652761|gb|ANG23007.1|	TEM-1	beta-lactam
gi|1031653325|gb|ANG23254.1|	TEM-1	beta-lactam
gi|1031653436|gb|ANG23305.1|	TEM-1	beta-lactam
gi|1031653696|gb|ANG23411.1|	TEM-1	beta-lactam
gi|1031653780|gb|ANG23442.1|	TEM-1	beta-lactam
gi|1031654105|gb|ANG23579.1|	TEM-1	beta-lactam
gi|1031654280|gb|ANG23656.1|	TEM-1	beta-lactam
gi|1031654323|gb|ANG23675.1|	TEM-1	beta-lactam
gi|1031654327|gb|ANG23677.1|	TEM-1	beta-lactam
gi|1031654576|gb|ANG23785.1|	TEM-1	beta-lactam
gi|1031655273|gb|ANG24073.1|	TEM-1	beta-lactam
gi|1031655584|gb|ANG24201.1|	TEM-1	beta-lactam
gi|1031655761|gb|ANG24271.1|	TEM-1	beta-lactam
