Tag	SARG.Seq.ID	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S
	gi|1031647757|gb|ANG20803.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031647891|gb|ANG20867.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031648149|gb|ANG20995.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031649231|gb|ANG21516.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031649510|gb|ANG21633.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031650410|gb|ANG22011.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031650730|gb|ANG22144.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031651563|gb|ANG22502.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031651615|gb|ANG22525.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031651921|gb|ANG22655.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031652280|gb|ANG22809.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031652761|gb|ANG23007.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031653325|gb|ANG23254.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031653436|gb|ANG23305.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031653696|gb|ANG23411.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031653780|gb|ANG23442.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031654105|gb|ANG23579.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031654280|gb|ANG23656.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031654323|gb|ANG23675.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031654327|gb|ANG23677.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031654576|gb|ANG23785.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031655273|gb|ANG24073.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031655584|gb|ANG24201.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031655761|gb|ANG24271.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031655881|gb|ANG24321.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031655966|gb|ANG24357.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031656033|gb|ANG24385.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031656085|gb|ANG24407.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031656232|gb|ANG24468.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031656791|gb|ANG24706.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031656810|gb|ANG24713.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031657016|gb|ANG24801.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031657082|gb|ANG24830.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031657475|gb|ANG24989.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031658245|gb|ANG25309.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031659054|gb|ANG25658.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031659099|gb|ANG25678.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031659229|gb|ANG25733.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031659353|gb|ANG25787.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031659397|gb|ANG25804.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031659669|gb|ANG25919.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031661007|gb|ANG26493.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031662238|gb|ANG27022.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031662604|gb|ANG27179.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031662882|gb|ANG27305.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031663070|gb|ANG27398.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031663106|gb|ANG27416.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031663473|gb|ANG27598.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031663675|gb|ANG27698.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031663809|gb|ANG27765.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031664029|gb|ANG27874.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031664346|gb|ANG28032.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031664416|gb|ANG28066.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031664524|gb|ANG28120.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031664546|gb|ANG28131.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031664792|gb|ANG28254.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031665539|gb|ANG28625.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031666097|gb|ANG28903.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031666286|gb|ANG28997.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031666304|gb|ANG29006.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031666449|gb|ANG29078.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031666764|gb|ANG29235.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031667346|gb|ANG29526.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031667374|gb|ANG29540.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031667533|gb|ANG29619.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031667539|gb|ANG29622.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031667787|gb|ANG29746.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031667883|gb|ANG29794.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031667885|gb|ANG29795.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031667906|gb|ANG29805.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031668563|gb|ANG30132.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031669129|gb|ANG30415.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031669355|gb|ANG30528.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031669637|gb|ANG30669.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031670021|gb|ANG30860.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031670621|gb|ANG31159.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031670739|gb|ANG31218.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031671029|gb|ANG31363.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031671043|gb|ANG31370.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031671757|gb|ANG31726.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031671820|gb|ANG31757.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031671948|gb|ANG31821.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031672070|gb|ANG31882.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031672558|gb|ANG32125.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031672840|gb|ANG32266.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031672932|gb|ANG32312.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031673166|gb|ANG32428.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031674470|gb|ANG33079.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031674839|gb|ANG33262.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031674865|gb|ANG33275.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031674895|gb|ANG33290.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031675739|gb|ANG33710.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031676831|gb|ANG34252.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031678693|gb|ANG35178.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031679412|gb|ANG35535.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031680777|gb|ANG36213.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031681095|gb|ANG36371.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031681349|gb|ANG36497.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031682592|gb|ANG37114.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gi|1031683295|gb|ANG37464.1|	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	JF949916.1.gene1.p01	beta_lactam	beta_lactam__TEM-1	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AF093512.1.gene1.p01	beta_lactam	beta_lactam__TEM-10	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AF495873.1.gene1.p1	beta_lactam	beta_lactam__TEM-101	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY040093.1.gene1.p01	beta_lactam	beta_lactam__TEM-102	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AF516719.1.gene1.p1	beta_lactam	beta_lactam__TEM-104	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AF516720.1.gene1.p1	beta_lactam	beta_lactam__TEM-105	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY101578.1.gene1.p01	beta_lactam	beta_lactam__TEM-106	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY101764.1.gene1.p01	beta_lactam	beta_lactam__TEM-107	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AF506748.1.gene1.p1	beta_lactam	beta_lactam__TEM-108	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY628175.1.gene1.p01	beta_lactam	beta_lactam__TEM-109	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY874537.1.gene1.p01	beta_lactam	beta_lactam__TEM-11	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY072920.1.gene1.p1	beta_lactam	beta_lactam__TEM-110	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AF468003.1.gene1.p1	beta_lactam	beta_lactam__TEM-111	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY589493.1.gene1.p01	beta_lactam	beta_lactam__TEM-112	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY589494.1.gene1.p01	beta_lactam	beta_lactam__TEM-113	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY589495.1.gene1.p01	beta_lactam	beta_lactam__TEM-114	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AF535127.1.gene1.p01	beta_lactam	beta_lactam__TEM-115	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gb|AAB39956.1|ARO:3000979|TEM-116	beta_lactam	beta_lactam__TEM-116	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gb|AAN05026.1|ARO:3000980|TEM-117	beta_lactam	beta_lactam__TEM-117	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY130282.1.gene1.p1	beta_lactam	beta_lactam__TEM-117	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY130285.1.gene1.p1	beta_lactam	beta_lactam__TEM-118	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	gb|AAA25053.1|ARO:3000884|TEM-12	beta_lactam	beta_lactam__TEM-12	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY243512.1.gene1.p01	beta_lactam	beta_lactam__TEM-120	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY271267.1.gene1.p01	beta_lactam	beta_lactam__TEM-121	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY307100.1.gene1.p1	beta_lactam	beta_lactam__TEM-122	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY327539.1.gene1.p01	beta_lactam	beta_lactam__TEM-123	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY327540.1.gene1.p01	beta_lactam	beta_lactam__TEM-124	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY628176.1.gene1.p01	beta_lactam	beta_lactam__TEM-125	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY628199.1.gene1.p01	beta_lactam	beta_lactam__TEM-126	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY368236.1.gene1.p1	beta_lactam	beta_lactam__TEM-127	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY368237.1.gene1.p1	beta_lactam	beta_lactam__TEM-128	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AJ746225.1.gene1.p01	beta_lactam	beta_lactam__TEM-129	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AJ866988.1.gene1.p01	beta_lactam	beta_lactam__TEM-130	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY436361.1.gene1.p01	beta_lactam	beta_lactam__TEM-131	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY491682.1.gene1.p1	beta_lactam	beta_lactam__TEM-132	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY528425.1.gene1.p1	beta_lactam	beta_lactam__TEM-133	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY574271.1.gene1.p01	beta_lactam	beta_lactam__TEM-134	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AJ634602.gene.p01	beta_lactam	beta_lactam__TEM-135	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY826417.1.gene1.p01	beta_lactam	beta_lactam__TEM-136	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AM286274.1.gene1.p01	beta_lactam	beta_lactam__TEM-137	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY853593.1.gene1.p1	beta_lactam	beta_lactam__TEM-138	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ072853.1.gene1.p01	beta_lactam	beta_lactam__TEM-139	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AY956335.1.gene1.p1	beta_lactam	beta_lactam__TEM-141	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ388882.1.gene1.p01	beta_lactam	beta_lactam__TEM-142	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ075245.1.gene1.p01	beta_lactam	beta_lactam__TEM-143	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AM049399.1.gene1.p01	beta_lactam	beta_lactam__TEM-144	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ105528.2.gene1.p01	beta_lactam	beta_lactam__TEM-145	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ105529.2.gene1.p01	beta_lactam	beta_lactam__TEM-146	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ279850.1.gene1.p1	beta_lactam	beta_lactam__TEM-147	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AM087454.1.gene1.p01	beta_lactam	beta_lactam__TEM-148	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ369751.1.gene1.p01	beta_lactam	beta_lactam__TEM-149	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AM849805.1.gene1.p01	beta_lactam	beta_lactam__TEM-15	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AM183304.1.gene1.p01	beta_lactam	beta_lactam__TEM-150	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ834729.1.gene1.p1	beta_lactam	beta_lactam__TEM-151	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ834728.1.gene1.p1	beta_lactam	beta_lactam__TEM-152	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	KC149518.1.gene1.p01	beta_lactam	beta_lactam__TEM-153	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	FJ807656.1.gene1.p01	beta_lactam	beta_lactam__TEM-154	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ679961.1.gene1.p01	beta_lactam	beta_lactam__TEM-155	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	AM941159.1.gene1.p01	beta_lactam	beta_lactam__TEM-156	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	DQ909059.1.gene1.p1	beta_lactam	beta_lactam__TEM-157	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	EF534736.1.gene1.p01	beta_lactam	beta_lactam__TEM-158	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	EF136376.1.gene1.p01	beta_lactam	beta_lactam__TEM-159	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	X65254.1.gene1.p01	beta_lactam	beta_lactam__TEM-16	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	EF136377.1.gene1.p01	beta_lactam	beta_lactam__TEM-160	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	EF468463.1.gene1.p01	beta_lactam	beta_lactam__TEM-162	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	EU815939.1.gene1.p1	beta_lactam	beta_lactam__TEM-163	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	EU274580.1.gene1.p1	beta_lactam	beta_lactam__TEM-164	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	FJ197316.1.gene1.p1	beta_lactam	beta_lactam__TEM-166	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	FJ360884.1.gene1.p01	beta_lactam	beta_lactam__TEM-167	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	FJ919776.1.gene1.p01	beta_lactam	beta_lactam__TEM-168	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	FJ873740.1.gene1.p01	beta_lactam	beta_lactam__TEM-169	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	Y14574.2.gene1.p01	beta_lactam	beta_lactam__TEM-17	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	GQ149347.1.gene4.p1	beta_lactam	beta_lactam__TEM-171	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	GU550123.1.gene1.p1	beta_lactam	beta_lactam__TEM-176	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	FN652295.1.gene1.p01	beta_lactam	beta_lactam__TEM-177	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	X97254.1.gene1.p01	beta_lactam	beta_lactam__TEM-178	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	HQ317449.1.gene1.p1	beta_lactam	beta_lactam__TEM-182	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	HQ529916.1.gene1.p01	beta_lactam	beta_lactam__TEM-183	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	FR848831.1.gene1.p01	beta_lactam	beta_lactam__TEM-184	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	JF795538.1.gene1.p01	beta_lactam	beta_lactam__TEM-185	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
	JN227084.1.gene1.p01	beta_lactam	beta_lactam__TEM-186	TEM	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes
